l_id,r_id,brand_similarity,model_similarity,description_jaccard,description_levenshtein,similarity,predicted_match
cammarkt.com//304,www.ebay.com//53255,1.0,0.0,0.20833333333333334,57,0.3361,False
cammarkt.com//304,www.ebay.com//53484,1.0,0.0,0.3333333333333333,50,0.441,False
cammarkt.com//304,www.ebay.com//53654,1.0,0.0,0.25,48,0.3885,False
cammarkt.com//304,www.ebay.com//54116,1.0,0.0,0.24,53,0.3691,False
cammarkt.com//304,www.ebay.com//54295,0.0,0.0,0.16,58,0.154,False
cammarkt.com//304,www.ebay.com//54329,1.0,0.0,0.36363636363636365,35,0.4839,False
cammarkt.com//304,www.ebay.com//54444,1.0,0.0,0.23076923076923078,65,0.3521,False
cammarkt.com//304,www.ebay.com//54578,1.0,0.0,0.23076923076923078,53,0.3668,False
cammarkt.com//304,www.ebay.com//54594,0.0,0.0,0.14814814814814814,60,0.1612,False
cammarkt.com//304,www.ebay.com//54619,1.0,0.0,0.28,49,0.4294,False
cammarkt.com//304,www.ebay.com//54720,1.0,0.0,0.30434782608695654,47,0.4179,False
cammarkt.com//304,www.ebay.com//54758,1.0,0.0,0.24,60,0.3658,False
cammarkt.com//304,www.ebay.com//54995,1.0,0.0,0.25,46,0.3978,False
cammarkt.com//304,www.ebay.com//55099,1.0,0.0,0.2916666666666667,61,0.3775,False
cammarkt.com//304,www.ebay.com//55718,0.0,0.0,0.15384615384615385,50,0.1697,False
cammarkt.com//304,www.ebay.com//55733,1.0,0.0,0.28,52,0.4264,False
cammarkt.com//304,www.ebay.com//55749,1.0,0.0,0.25,75,0.3446,False
cammarkt.com//304,www.ebay.com//55816,1.0,0.0,0.19230769230769232,61,0.3208,False
cammarkt.com//304,www.ebay.com//55890,1.0,0.0,0.1,78,0.2906,False
cammarkt.com//304,www.ebay.com//55926,1.0,0.0,0.24,61,0.3646,False
cammarkt.com//304,www.ebay.com//56052,1.0,0.0,0.3333333333333333,50,0.441,False
cammarkt.com//304,www.ebay.com//56089,0.0,0.0,0.14814814814814814,61,0.1524,False
cammarkt.com//304,www.ebay.com//56741,1.0,0.0,0.13333333333333333,69,0.3025,False
cammarkt.com//304,www.ebay.com//58021,1.0,0.0,0.14814814814814814,68,0.2895,False
cammarkt.com//304,www.ebay.com//58604,1.0,0.0,0.2692307692307692,41,0.4444,False
cammarkt.com//304,www.ebay.com//58637,1.0,0.0,0.15384615384615385,69,0.2903,False
cammarkt.com//304,www.ebay.com//58697,1.0,0.0,0.2692307692307692,41,0.4444,False
cammarkt.com//304,www.ebay.com//58849,1.0,0.0,0.2222222222222222,64,0.3594,False
cammarkt.com//304,www.ebay.com//58883,1.0,0.0,0.2608695652173913,42,0.4192,False
cammarkt.com//304,www.ebay.com//59051,0.0,0.0,0.14814814814814814,61,0.155,False
cammarkt.com//304,www.ebay.com//59178,0.0,0.0,0.14814814814814814,62,0.1512,False
cammarkt.com//304,www.ebay.com//59315,0.0,0.0,0.14814814814814814,61,0.1524,False
cammarkt.com//304,www.ebay.com//59593,0.0,0.0,0.10714285714285714,67,0.1246,False
cammarkt.com//304,www.ebay.com//59623,1.0,0.0,0.25,48,0.3885,False
cammarkt.com//304,www.ebay.com//59766,1.0,0.0,0.28,48,0.4333,False
cammarkt.com//304,www.ebay.com//60029,1.0,0.0,0.2916666666666667,37,0.4569,False
cammarkt.com//304,www.ebay.com//60240,1.0,0.0,0.30434782608695654,47,0.4179,False
cammarkt.com//304,www.ebay.com//60435,1.0,0.0,0.15384615384615385,56,0.3271,False
cammarkt.com//304,www.ebay.com//60672,1.0,0.0,0.23076923076923078,63,0.3599,False
cammarkt.com//304,www.ebay.com//60813,1.0,0.0,0.17857142857142858,69,0.3377,False
cammarkt.com//304,www.ebay.com//60908,1.0,0.0,0.25925925925925924,55,0.4184,False
cammarkt.com//304,www.pcconnection.com//4399,1.0,0.0,0.2222222222222222,99,0.3349,False
cammarkt.com//304,www.pcconnection.com//4414,1.0,0.0,0.2222222222222222,84,0.3407,False
cammarkt.com//304,www.walmart.com//675,1.0,0.0,0.2,103,0.3349,False
cammarkt.com//391,www.buzzillions.com//2543,1.0,0.0,0.2222222222222222,88,0.3531,False
cammarkt.com//391,www.ebay.com//24008,0.0,0.0,0.07142857142857142,71,0.0789,False
cammarkt.com//391,www.ebay.com//24062,1.0,0.0,0.25,55,0.3688,False
cammarkt.com//391,www.ebay.com//24132,1.0,0.0,0.125,58,0.3106,False
cammarkt.com//391,www.ebay.com//24300,1.0,0.0,0.24,56,0.371,False
cammarkt.com//391,www.ebay.com//42063,0.0,0.0,0.14814814814814814,61,0.155,False
cammarkt.com//391,www.ebay.com//42337,1.0,0.0,0.4090909090909091,53,0.459,False
cammarkt.com//391,www.ebay.com//42631,1.0,0.0,0.2222222222222222,64,0.3567,False
cammarkt.com//391,www.ebay.com//42702,0.0,0.0,0.1,70,0.0725,False
cammarkt.com//391,www.ebay.com//42779,1.0,0.0,0.24,58,0.3464,False
cammarkt.com//391,www.ebay.com//42818,1.0,0.0,0.2916666666666667,51,0.4104,False
cammarkt.com//391,www.ebay.com//42881,1.0,0.0,0.3333333333333333,50,0.441,False
cammarkt.com//391,www.ebay.com//42920,1.0,0.0,0.30434782608695654,48,0.4134,False
cammarkt.com//391,www.ebay.com//43361,0.0,0.0,0.10344827586206896,70,0.0771,False
cammarkt.com//391,www.ebay.com//43461,1.0,0.0,0.2916666666666667,36,0.4614,False
cammarkt.com//391,www.ebay.com//43508,1.0,0.0,0.25,48,0.3885,False
cammarkt.com//391,www.ebay.com//43619,1.0,0.0,0.2916666666666667,38,0.4524,False
cammarkt.com//391,www.ebay.com//43949,1.0,0.0,0.24,58,0.3683,False
cammarkt.com//391,www.ebay.com//44009,1.0,0.0,0.2916666666666667,36,0.4593,False
cammarkt.com//391,www.ebay.com//44051,0.0,0.0,0.11538461538461539,58,0.14,False
cammarkt.com//391,www.ebay.com//44563,0.0,0.0,0.14285714285714285,64,0.1499,False
cammarkt.com//391,www.ebay.com//44590,1.0,0.0,0.23076923076923078,61,0.3594,False
cammarkt.com//391,www.ebay.com//44885,1.0,0.0,0.28,49,0.4294,False
cammarkt.com//391,www.ebay.com//44970,1.0,0.0,0.28,49,0.4294,False
cammarkt.com//391,www.ebay.com//45161,1.0,0.0,0.19230769230769232,65,0.3101,False
cammarkt.com//391,www.ebay.com//45377,1.0,0.0,0.2608695652173913,47,0.3959,False
cammarkt.com//391,www.ebay.com//45581,1.0,0.0,0.23076923076923078,50,0.3833,False
cammarkt.com//391,www.ebay.com//45746,1.0,0.0,0.2222222222222222,63,0.3492,False
cammarkt.com//391,www.ebay.com//45835,1.0,0.0,0.2916666666666667,38,0.4524,False
cammarkt.com//391,www.ebay.com//45969,1.0,0.0,0.16129032258064516,79,0.3023,False
cammarkt.com//391,www.ebay.com//46195,1.0,0.0,0.2916666666666667,48,0.4075,False
cammarkt.com//391,www.ebay.com//46299,0.0,0.0,0.06896551724137931,62,0.1058,False
cammarkt.com//391,www.ebay.com//46458,1.0,0.0,0.2608695652173913,49,0.3866,False
cammarkt.com//391,www.ebay.com//46777,0.0,0.0,0.13333333333333333,80,0.0947,False
cammarkt.com//391,www.ebay.com//46805,0.0,0.0,0.14814814814814814,61,0.1498,False
cammarkt.com//391,www.ebay.com//46838,1.0,0.0,0.25,75,0.3446,False
cammarkt.com//391,www.ebay.com//47140,1.0,0.0,0.24,59,0.3671,False
cammarkt.com//391,www.ebay.com//47294,0.0,0.0,0.14814814814814814,61,0.155,False
cammarkt.com//391,www.ebay.com//47793,1.0,0.0,0.25925925925925924,54,0.42,False
cammarkt.com//391,www.ebay.com//47819,1.0,0.0,0.25925925925925924,75,0.347,False
cammarkt.com//391,www.ebay.com//48534,1.0,0.0,0.23076923076923078,53,0.3668,False
cammarkt.com//391,www.ebay.com//53255,1.0,0.0,0.20833333333333334,57,0.3361,False
cammarkt.com//391,www.ebay.com//53484,1.0,0.0,0.3333333333333333,50,0.441,False
cammarkt.com//391,www.ebay.com//53654,1.0,0.0,0.25,48,0.3885,False
cammarkt.com//391,www.ebay.com//54116,1.0,0.0,0.24,53,0.3691,False
cammarkt.com//391,www.ebay.com//54295,0.0,0.0,0.16,58,0.154,False
cammarkt.com//391,www.ebay.com//54329,1.0,0.0,0.36363636363636365,36,0.4794,False
cammarkt.com//391,www.ebay.com//54444,1.0,0.0,0.23076923076923078,65,0.3521,False
cammarkt.com//391,www.ebay.com//54578,1.0,0.0,0.23076923076923078,53,0.3668,False
cammarkt.com//391,www.ebay.com//54594,0.0,0.0,0.14814814814814814,60,0.1612,False
cammarkt.com//391,www.ebay.com//54619,1.0,0.0,0.28,48,0.4333,False
cammarkt.com//391,www.ebay.com//54720,1.0,0.0,0.30434782608695654,47,0.4179,False
cammarkt.com//391,www.ebay.com//54758,1.0,0.0,0.24,60,0.3658,False
cammarkt.com//391,www.ebay.com//54995,1.0,0.0,0.25,46,0.3978,False
cammarkt.com//391,www.ebay.com//55099,1.0,0.0,0.2916666666666667,61,0.3775,False
cammarkt.com//391,www.ebay.com//55718,0.0,0.0,0.15384615384615385,50,0.1697,False
cammarkt.com//391,www.ebay.com//55733,1.0,0.0,0.28,53,0.4227,False
cammarkt.com//391,www.ebay.com//55749,1.0,0.0,0.25,75,0.3446,False
cammarkt.com//391,www.ebay.com//55816,1.0,0.0,0.19230769230769232,61,0.3208,False
cammarkt.com//391,www.ebay.com//55890,1.0,0.0,0.1,78,0.2906,False
cammarkt.com//391,www.ebay.com//55926,1.0,0.0,0.24,61,0.3646,False
cammarkt.com//391,www.ebay.com//56052,1.0,0.0,0.3333333333333333,50,0.441,False
cammarkt.com//391,www.ebay.com//56089,0.0,0.0,0.14814814814814814,61,0.1524,False
cammarkt.com//391,www.ebay.com//56741,1.0,0.0,0.13333333333333333,70,0.2984,False
cammarkt.com//391,www.ebay.com//58021,1.0,0.0,0.14814814814814814,68,0.2895,False
cammarkt.com//391,www.ebay.com//58604,1.0,0.0,0.2692307692307692,40,0.4486,False
cammarkt.com//391,www.ebay.com//58637,1.0,0.0,0.15384615384615385,69,0.2903,False
cammarkt.com//391,www.ebay.com//58697,1.0,0.0,0.2692307692307692,40,0.4486,False
cammarkt.com//391,www.ebay.com//58849,1.0,0.0,0.2222222222222222,64,0.3594,False
cammarkt.com//391,www.ebay.com//58883,1.0,0.0,0.2608695652173913,42,0.4192,False
cammarkt.com//391,www.ebay.com//59051,0.0,0.0,0.14814814814814814,61,0.155,False
cammarkt.com//391,www.ebay.com//59178,0.0,0.0,0.14814814814814814,62,0.1512,False
cammarkt.com//391,www.ebay.com//59315,0.0,0.0,0.14814814814814814,62,0.1486,False
cammarkt.com//391,www.ebay.com//59593,0.0,0.0,0.10714285714285714,68,0.1209,False
cammarkt.com//391,www.ebay.com//59623,1.0,0.0,0.25,48,0.3885,False
cammarkt.com//391,www.ebay.com//59766,1.0,0.0,0.28,49,0.4294,False
cammarkt.com//391,www.ebay.com//60029,1.0,0.0,0.2916666666666667,36,0.4614,False
cammarkt.com//391,www.ebay.com//60240,1.0,0.0,0.30434782608695654,47,0.4179,False
cammarkt.com//391,www.ebay.com//60435,1.0,0.0,0.15384615384615385,56,0.3271,False
cammarkt.com//391,www.ebay.com//60672,1.0,0.0,0.23076923076923078,63,0.3599,False
cammarkt.com//391,www.ebay.com//60813,1.0,0.0,0.17857142857142858,70,0.334,False
cammarkt.com//391,www.ebay.com//60908,1.0,0.0,0.25925925925925924,56,0.4148,False
cammarkt.com//391,www.pcconnection.com//4399,1.0,0.0,0.2222222222222222,99,0.3349,False
cammarkt.com//391,www.pcconnection.com//4414,1.0,0.0,0.2222222222222222,83,0.3438,False
cammarkt.com//391,www.walmart.com//675,1.0,0.0,0.2,103,0.3349,False
cammarkt.com//9,www.buzzillions.com//2543,1.0,0.0,0.2222222222222222,88,0.3531,False
cammarkt.com//9,www.ebay.com//24008,0.0,0.0,0.07142857142857142,71,0.0789,False
cammarkt.com//9,www.ebay.com//24062,1.0,0.0,0.25,55,0.3688,False
cammarkt.com//9,www.ebay.com//24132,1.0,0.0,0.125,58,0.3106,False
cammarkt.com//9,www.ebay.com//24300,1.0,0.0,0.24,56,0.371,False
cammarkt.com//9,www.ebay.com//42063,0.0,0.0,0.14814814814814814,61,0.155,False
cammarkt.com//9,www.ebay.com//42337,1.0,0.0,0.4090909090909091,53,0.459,False
cammarkt.com//9,www.ebay.com//42631,1.0,0.0,0.2222222222222222,64,0.3567,False
cammarkt.com//9,www.ebay.com//42702,0.0,0.0,0.1,70,0.0725,False
cammarkt.com//9,www.ebay.com//42779,1.0,0.0,0.24,58,0.3464,False
cammarkt.com//9,www.ebay.com//42818,1.0,0.0,0.2916666666666667,51,0.4104,False
cammarkt.com//9,www.ebay.com//42881,1.0,0.0,0.3333333333333333,50,0.441,False
cammarkt.com//9,www.ebay.com//42920,1.0,0.0,0.30434782608695654,48,0.4134,False
cammarkt.com//9,www.ebay.com//43361,0.0,0.0,0.10344827586206896,70,0.0771,False
cammarkt.com//9,www.ebay.com//43461,1.0,0.0,0.2916666666666667,36,0.4614,False
cammarkt.com//9,www.ebay.com//43508,1.0,0.0,0.25,48,0.3885,False
cammarkt.com//9,www.ebay.com//43619,1.0,0.0,0.2916666666666667,38,0.4524,False
cammarkt.com//9,www.ebay.com//43949,1.0,0.0,0.24,58,0.3683,False
cammarkt.com//9,www.ebay.com//44009,1.0,0.0,0.2916666666666667,36,0.4593,False
cammarkt.com//9,www.ebay.com//44051,0.0,0.0,0.11538461538461539,58,0.14,False
cammarkt.com//9,www.ebay.com//44563,0.0,0.0,0.14285714285714285,64,0.1499,False
cammarkt.com//9,www.ebay.com//44590,1.0,0.0,0.23076923076923078,61,0.3594,False
cammarkt.com//9,www.ebay.com//44885,1.0,0.0,0.28,49,0.4294,False
cammarkt.com//9,www.ebay.com//44970,1.0,0.0,0.28,49,0.4294,False
cammarkt.com//9,www.ebay.com//45161,1.0,0.0,0.19230769230769232,65,0.3101,False
cammarkt.com//9,www.ebay.com//45377,1.0,0.0,0.2608695652173913,47,0.3959,False
cammarkt.com//9,www.ebay.com//45581,1.0,0.0,0.23076923076923078,50,0.3833,False
cammarkt.com//9,www.ebay.com//45746,1.0,0.0,0.2222222222222222,63,0.3492,False
cammarkt.com//9,www.ebay.com//45835,1.0,0.0,0.2916666666666667,38,0.4524,False
cammarkt.com//9,www.ebay.com//45969,1.0,0.0,0.16129032258064516,79,0.3023,False
cammarkt.com//9,www.ebay.com//46195,1.0,0.0,0.2916666666666667,48,0.4075,False
cammarkt.com//9,www.ebay.com//46299,0.0,0.0,0.06896551724137931,62,0.1058,False
cammarkt.com//9,www.ebay.com//46458,1.0,0.0,0.2608695652173913,49,0.3866,False
cammarkt.com//9,www.ebay.com//46777,0.0,0.0,0.13333333333333333,80,0.0947,False
cammarkt.com//9,www.ebay.com//46805,0.0,0.0,0.14814814814814814,61,0.1498,False
cammarkt.com//9,www.ebay.com//46838,1.0,0.0,0.25,75,0.3446,False
cammarkt.com//9,www.ebay.com//47140,1.0,0.0,0.24,59,0.3671,False
cammarkt.com//9,www.ebay.com//47294,0.0,0.0,0.14814814814814814,61,0.155,False
cammarkt.com//9,www.ebay.com//47793,1.0,0.0,0.25925925925925924,54,0.42,False
cammarkt.com//9,www.ebay.com//47819,1.0,0.0,0.25925925925925924,75,0.347,False
cammarkt.com//9,www.ebay.com//48534,1.0,0.0,0.23076923076923078,53,0.3668,False
cammarkt.com//9,www.ebay.com//53255,1.0,0.0,0.20833333333333334,57,0.3361,False
cammarkt.com//9,www.ebay.com//53484,1.0,0.0,0.3333333333333333,50,0.441,False
cammarkt.com//9,www.ebay.com//53654,1.0,0.0,0.25,48,0.3885,False
cammarkt.com//9,www.ebay.com//54116,1.0,0.0,0.24,53,0.3691,False
cammarkt.com//9,www.ebay.com//54295,0.0,0.0,0.16,58,0.154,False
cammarkt.com//9,www.ebay.com//54329,1.0,0.0,0.36363636363636365,36,0.4794,False
cammarkt.com//9,www.ebay.com//54444,1.0,0.0,0.23076923076923078,65,0.3521,False
cammarkt.com//9,www.ebay.com//54578,1.0,0.0,0.23076923076923078,53,0.3668,False
cammarkt.com//9,www.ebay.com//54594,0.0,0.0,0.14814814814814814,60,0.1612,False
cammarkt.com//9,www.ebay.com//54619,1.0,0.0,0.28,48,0.4333,False
cammarkt.com//9,www.ebay.com//54720,1.0,0.0,0.30434782608695654,47,0.4179,False
cammarkt.com//9,www.ebay.com//54758,1.0,0.0,0.24,60,0.3658,False
cammarkt.com//9,www.ebay.com//54995,1.0,0.0,0.25,46,0.3978,False
cammarkt.com//9,www.ebay.com//55099,1.0,0.0,0.2916666666666667,61,0.3775,False
cammarkt.com//9,www.ebay.com//55718,0.0,0.0,0.15384615384615385,50,0.1697,False
cammarkt.com//9,www.ebay.com//55733,1.0,0.0,0.28,53,0.4227,False
cammarkt.com//9,www.ebay.com//55749,1.0,0.0,0.25,75,0.3446,False
cammarkt.com//9,www.ebay.com//55816,1.0,0.0,0.19230769230769232,61,0.3208,False
cammarkt.com//9,www.ebay.com//55890,1.0,0.0,0.1,78,0.2906,False
cammarkt.com//9,www.ebay.com//55926,1.0,0.0,0.24,61,0.3646,False
cammarkt.com//9,www.ebay.com//56052,1.0,0.0,0.3333333333333333,50,0.441,False
cammarkt.com//9,www.ebay.com//56089,0.0,0.0,0.14814814814814814,61,0.1524,False
cammarkt.com//9,www.ebay.com//56741,1.0,0.0,0.13333333333333333,70,0.2984,False
cammarkt.com//9,www.ebay.com//58021,1.0,0.0,0.14814814814814814,68,0.2895,False
cammarkt.com//9,www.ebay.com//58604,1.0,0.0,0.2692307692307692,40,0.4486,False
cammarkt.com//9,www.ebay.com//58637,1.0,0.0,0.15384615384615385,69,0.2903,False
cammarkt.com//9,www.ebay.com//58697,1.0,0.0,0.2692307692307692,40,0.4486,False
cammarkt.com//9,www.ebay.com//58849,1.0,0.0,0.2222222222222222,64,0.3594,False
cammarkt.com//9,www.ebay.com//58883,1.0,0.0,0.2608695652173913,42,0.4192,False
cammarkt.com//9,www.ebay.com//59051,0.0,0.0,0.14814814814814814,61,0.155,False
cammarkt.com//9,www.ebay.com//59178,0.0,0.0,0.14814814814814814,62,0.1512,False
cammarkt.com//9,www.ebay.com//59315,0.0,0.0,0.14814814814814814,62,0.1486,False
cammarkt.com//9,www.ebay.com//59593,0.0,0.0,0.10714285714285714,68,0.1209,False
cammarkt.com//9,www.ebay.com//59623,1.0,0.0,0.25,48,0.3885,False
cammarkt.com//9,www.ebay.com//59766,1.0,0.0,0.28,49,0.4294,False
cammarkt.com//9,www.ebay.com//60029,1.0,0.0,0.2916666666666667,36,0.4614,False
cammarkt.com//9,www.ebay.com//60240,1.0,0.0,0.30434782608695654,47,0.4179,False
cammarkt.com//9,www.ebay.com//60435,1.0,0.0,0.15384615384615385,56,0.3271,False
cammarkt.com//9,www.ebay.com//60672,1.0,0.0,0.23076923076923078,63,0.3599,False
cammarkt.com//9,www.ebay.com//60813,1.0,0.0,0.17857142857142858,70,0.334,False
cammarkt.com//9,www.ebay.com//60908,1.0,0.0,0.25925925925925924,56,0.4148,False
cammarkt.com//9,www.pcconnection.com//4399,1.0,0.0,0.2222222222222222,99,0.3349,False
cammarkt.com//9,www.pcconnection.com//4414,1.0,0.0,0.2222222222222222,83,0.3438,False
cammarkt.com//9,www.walmart.com//675,1.0,0.0,0.2,103,0.3349,False
www.buzzillions.com//2543,www.ebay.com//24008,0.0,0.0,0.029411764705882353,98,0.0762,False
www.buzzillions.com//2543,www.ebay.com//24062,1.0,0.0,0.25,85,0.3686,False
www.buzzillions.com//2543,www.ebay.com//24132,1.0,0.0,0.18518518518518517,93,0.3295,False
www.buzzillions.com//2543,www.ebay.com//24300,1.0,0.0,0.2413793103448276,88,0.3579,False
www.buzzillions.com//2543,www.ebay.com//42063,0.0,0.0,0.09090909090909091,89,0.1174,False
www.buzzillions.com//2543,www.ebay.com//42337,1.0,0.0,0.3333333333333333,91,0.3723,False
www.buzzillions.com//2543,www.ebay.com//42631,1.0,0.0,0.22580645161290322,88,0.354,False
www.buzzillions.com//2543,www.ebay.com//42702,0.0,0.0,0.02702702702702703,98,0.0756,False
www.buzzillions.com//2543,www.ebay.com//42779,1.0,0.0,0.2857142857142857,91,0.3604,False
www.buzzillions.com//2543,www.ebay.com//42818,1.0,0.0,0.3333333333333333,88,0.3809,False
www.buzzillions.com//2543,www.ebay.com//42881,1.0,0.0,0.32142857142857145,90,0.3722,False
www.buzzillions.com//2543,www.ebay.com//42920,1.0,0.0,0.20689655172413793,92,0.3378,False
www.buzzillions.com//2543,www.ebay.com//43361,0.0,0.0,0.027777777777777776,98,0.0758,False
www.buzzillions.com//2543,www.ebay.com//43461,1.0,0.0,0.2,88,0.3475,False
www.buzzillions.com//2543,www.ebay.com//43508,1.0,0.0,0.25,86,0.3658,False
www.buzzillions.com//2543,www.ebay.com//43619,1.0,0.0,0.2,88,0.3475,False
www.buzzillions.com//2543,www.ebay.com//43949,1.0,0.0,0.2413793103448276,89,0.355,False
www.buzzillions.com//2543,www.ebay.com//44009,1.0,0.0,0.2,90,0.3418,False
www.buzzillions.com//2543,www.ebay.com//44051,0.0,0.0,0.0967741935483871,90,0.116,False
www.buzzillions.com//2543,www.ebay.com//44563,0.0,0.0,0.12121212121212122,89,0.125,False
www.buzzillions.com//2543,www.ebay.com//44590,1.0,0.0,0.23333333333333334,87,0.3587,False
www.buzzillions.com//2543,www.ebay.com//44885,1.0,0.0,0.1935483870967742,92,0.3345,False
www.buzzillions.com//2543,www.ebay.com//44970,1.0,0.0,0.1935483870967742,92,0.3345,False
www.buzzillions.com//2543,www.ebay.com//45161,1.0,0.0,0.125,92,0.3173,False
www.buzzillions.com//2543,www.ebay.com//45377,1.0,0.0,0.25925925925925924,87,0.3652,False
www.buzzillions.com//2543,www.ebay.com//45581,1.0,0.0,0.23333333333333334,86,0.3616,False
www.buzzillions.com//2543,www.ebay.com//45746,1.0,0.0,0.22580645161290322,87,0.3569,False
www.buzzillions.com//2543,www.ebay.com//45835,1.0,0.0,0.2,88,0.3475,False
www.buzzillions.com//2543,www.ebay.com//45969,1.0,0.0,0.10810810810810811,93,0.3102,False
www.buzzillions.com//2543,www.ebay.com//46195,1.0,0.0,0.2413793103448276,90,0.3521,False
www.buzzillions.com//2543,www.ebay.com//46299,0.0,0.0,0.02857142857142857,95,0.0846,False
www.buzzillions.com//2543,www.ebay.com//46458,1.0,0.0,0.25925925925925924,86,0.3681,False
www.buzzillions.com//2543,www.ebay.com//46777,0.0,0.0,0.02631578947368421,99,0.0726,False
www.buzzillions.com//2543,www.ebay.com//46805,0.0,0.0,0.09090909090909091,89,0.1174,False
www.buzzillions.com//2543,www.ebay.com//46838,1.0,0.0,0.21212121212121213,88,0.3506,False
www.buzzillions.com//2543,www.ebay.com//47140,1.0,0.0,0.2413793103448276,89,0.355,False
www.buzzillions.com//2543,www.ebay.com//47294,0.0,0.0,0.09090909090909091,89,0.1174,False
www.buzzillions.com//2543,www.ebay.com//47793,1.0,0.0,0.18181818181818182,93,0.3287,False
www.buzzillions.com//2543,www.ebay.com//47819,1.0,0.0,0.21875,87,0.3551,False
www.buzzillions.com//2543,www.ebay.com//48534,1.0,0.0,0.23333333333333334,85,0.3645,False
www.buzzillions.com//2543,www.ebay.com//53255,1.0,0.0,0.21428571428571427,85,0.3597,False
www.buzzillions.com//2543,www.ebay.com//53484,1.0,0.0,0.32142857142857145,90,0.3722,False
www.buzzillions.com//2543,www.ebay.com//53654,1.0,0.0,0.25,86,0.3658,False
www.buzzillions.com//2543,www.ebay.com//54116,1.0,0.0,0.2413793103448276,87,0.3608,False
www.buzzillions.com//2543,www.ebay.com//54295,0.0,0.0,0.13333333333333333,90,0.1251,False
www.buzzillions.com//2543,www.ebay.com//54329,1.0,0.0,0.20689655172413793,88,0.3493,False
www.buzzillions.com//2543,www.ebay.com//54444,1.0,0.0,0.23333333333333334,89,0.353,False
www.buzzillions.com//2543,www.ebay.com//54578,1.0,0.0,0.23333333333333334,85,0.3645,False
www.buzzillions.com//2543,www.ebay.com//54594,0.0,0.0,0.09090909090909091,90,0.1145,False
www.buzzillions.com//2543,www.ebay.com//54619,1.0,0.0,0.1935483870967742,90,0.3402,False
www.buzzillions.com//2543,www.ebay.com//54720,1.0,0.0,0.34615384615384615,88,0.3841,False
www.buzzillions.com//2543,www.ebay.com//54758,1.0,0.0,0.2413793103448276,89,0.355,False
www.buzzillions.com//2543,www.ebay.com//54995,1.0,0.0,0.25,89,0.3572,False
www.buzzillions.com//2543,www.ebay.com//55099,1.0,0.0,0.2413793103448276,84,0.3694,False
www.buzzillions.com//2543,www.ebay.com//55718,0.0,0.0,0.09375,87,0.1238,False
www.buzzillions.com//2543,www.ebay.com//55733,1.0,0.0,0.1935483870967742,92,0.3345,False
www.buzzillions.com//2543,www.ebay.com//55749,1.0,0.0,0.21212121212121213,88,0.3506,False
www.buzzillions.com//2543,www.ebay.com//55816,1.0,0.0,0.16129032258064516,93,0.3235,False
www.buzzillions.com//2543,www.ebay.com//55890,1.0,0.0,0.15151515151515152,98,0.3067,False
www.buzzillions.com//2543,www.ebay.com//55926,1.0,0.0,0.2413793103448276,89,0.355,False
www.buzzillions.com//2543,www.ebay.com//56052,1.0,0.0,0.32142857142857145,90,0.3722,False
www.buzzillions.com//2543,www.ebay.com//56089,0.0,0.0,0.09090909090909091,90,0.1145,False
www.buzzillions.com//2543,www.ebay.com//56741,1.0,0.0,0.08333333333333333,91,0.3098,False
www.buzzillions.com//2543,www.ebay.com//58021,1.0,0.0,0.125,88,0.3288,False
www.buzzillions.com//2543,www.ebay.com//58604,1.0,0.0,0.1875,91,0.3358,False
www.buzzillions.com//2543,www.ebay.com//58637,1.0,0.0,0.12903225806451613,93,0.3155,False
www.buzzillions.com//2543,www.ebay.com//58697,1.0,0.0,0.1875,91,0.3358,False
www.buzzillions.com//2543,www.ebay.com//58849,1.0,0.0,0.22580645161290322,88,0.354,False
www.buzzillions.com//2543,www.ebay.com//58883,1.0,0.0,0.25925925925925924,88,0.3624,False
www.buzzillions.com//2543,www.ebay.com//59051,0.0,0.0,0.09090909090909091,89,0.1174,False
www.buzzillions.com//2543,www.ebay.com//59178,0.0,0.0,0.09090909090909091,90,0.1145,False
www.buzzillions.com//2543,www.ebay.com//59315,0.0,0.0,0.09090909090909091,90,0.1145,False
www.buzzillions.com//2543,www.ebay.com//59593,0.0,0.0,0.058823529411764705,97,0.0864,False
www.buzzillions.com//2543,www.ebay.com//59623,1.0,0.0,0.25,86,0.3658,False
www.buzzillions.com//2543,www.ebay.com//59766,1.0,0.0,0.1935483870967742,92,0.3345,False
www.buzzillions.com//2543,www.ebay.com//60029,1.0,0.0,0.2,88,0.3475,False
www.buzzillions.com//2543,www.ebay.com//60240,1.0,0.0,0.34615384615384615,88,0.3841,False
www.buzzillions.com//2543,www.ebay.com//60435,1.0,0.0,0.09375,96,0.298,False
www.buzzillions.com//2543,www.ebay.com//60672,1.0,0.0,0.23333333333333334,90,0.3501,False
www.buzzillions.com//2543,www.ebay.com//60813,1.0,0.0,0.15151515151515152,88,0.3354,False
www.buzzillions.com//2543,www.ebay.com//60908,1.0,0.0,0.18181818181818182,91,0.3344,False
www.buzzillions.com//2543,www.pcconnection.com//4399,1.0,0.0,0.1875,95,0.3371,False
www.buzzillions.com//2543,www.pcconnection.com//4414,1.0,0.0,0.22580645161290322,86,0.3597,False
www.buzzillions.com//2543,www.walmart.com//675,1.0,0.0,0.17142857142857143,92,0.3561,False
www.ebay.com//24008,www.pcconnection.com//4399,0.0,0.0,0.12903225806451613,102,0.1034,False
www.ebay.com//24008,www.pcconnection.com//4414,0.0,0.0,0.06060606060606061,89,0.0845,False
